"1",1,"681.469.9336","1","353.145.1968","3",21
"2",1,"681.469.9336","1","681.469.9722","1",20
"3",1,"681.469.9336","1","681.469.7527","1",19
"4",1,"681.469.9336","1","681.469.1081","1",18
"5",1,"681.469.9336","1","353.145.1968","3",20
"6",1,"681.469.9336","1","353.145.9029","3",20
"7",1,"681.469.9336","1","353.145.9242","3",1
"8",1,"681.469.5599","1","940.386.5860","2",20
"9",1,"681.469.5599","1","681.469.4840","1",15
"10",1,"681.469.5599","1","681.469.2926","1",17
"11",1,"681.469.5599","1","681.469.9336","1",23
"12",1,"681.469.5599","1","353.145.4761","3",26
"13",1,"681.469.5599","1","940.386.7033","2",1
"14",1,"681.469.7188","1","353.145.3797","3",30
"15",1,"681.469.7188","1","681.469.7087","1",14
"16",1,"681.469.7188","1","681.469.7087","1",1
"17",1,"681.469.7188","1","353.145.9242","3",25
"18",1,"681.469.7188","1","940.386.6876","2",18
"19",1,"681.469.3347","1","681.469.7527","1",18
"20",1,"681.469.3347","1","940.386.2494","2",28
"21",1,"681.469.3347","1","681.469.2663","1",22
"22",1,"681.469.3347","1","681.469.2555","1",19
"23",1,"681.469.3347","1","353.145.4761","3",1
"24",1,"681.469.3347","1","681.469.9951","1",16
"25",1,"681.469.3347","1","353.145.3797","3",25
"26",1,"681.469.4720","1","681.469.5704","1",16
"27",1,"681.469.4720","1","353.145.4761","3",1
"28",1,"681.469.5102","1","681.469.9336","1",31
"29",1,"681.469.5102","1","681.469.1081","1",16
"30",1,"681.469.5102","1","681.469.2555","1",29
"31",1,"681.469.6415","1","353.145.9029","3",19
"32",1,"681.469.6415","1","353.145.1303","3",1
"33",1,"681.469.6415","1","681.469.7160","1",25
"34",1,"681.469.6415","1","940.386.7033","2",1
"35",1,"681.469.6415","1","353.145.1669","3",18
"36",1,"681.469.6415","1","353.145.1669","3",27
"37",1,"681.469.2555","1","681.469.7576","1",22
"38",1,"681.469.2555","1","353.145.9453","3",20
"39",1,"681.469.3054","1","940.386.6876","2",21
"40",1,"681.469.3054","1","940.386.5914","2",27
"41",1,"681.469.3054","1","681.469.9951","1",23
"42",1,"681.469.4593","1","353.145.5686","3",1
"43",1,"681.469.4593","1","681.469.6415","1",25
"44",1,"681.469.4593","1","353.145.9066","3",26
"45",1,"681.469.4593","1","353.145.1968","3",27
"46",1,"681.469.4593","1","681.469.9951","1",34
"47",1,"681.469.4593","1","681.469.9378","1",31
"48",1,"681.469.4593","1","353.145.4644","3",25
"49",1,"681.469.4593","1","353.145.4644","3",32
"50",1,"681.469.2049","1","681.469.9951","1",22
"51",1,"681.469.2049","1","353.145.4761","3",31
"52",1,"681.469.2049","1","353.145.5686","3",1
"53",1,"681.469.2049","1","353.145.1968","3",23
"54",1,"681.469.2049","1","681.469.5599","1",21
"55",1,"681.469.2049","1","353.145.7916","3",1
"56",1,"681.469.2049","1","353.145.1968","3",22
"57",1,"681.469.7877","1","681.469.2049","1",26
"58",1,"681.469.7877","1","353.145.4761","3",18
"59",1,"681.469.7877","1","681.469.2926","1",18
"60",1,"681.469.7877","1","681.469.7576","1",36
"61",1,"681.469.7877","1","353.145.4761","3",33
"62",1,"681.469.7877","1","681.469.9336","1",34
"63",1,"681.469.7877","1","681.469.9722","1",1
"64",1,"681.469.7877","1","681.469.2926","1",26
"65",1,"681.469.7877","1","353.145.5686","3",1
"66",1,"681.469.7877","1","353.145.8175","3",1
"67",1,"681.469.7877","1","681.469.9951","1",1
"68",1,"681.469.1366","1","353.145.3797","3",24
"69",1,"681.469.1366","1","681.469.2926","1",1
"70",1,"681.469.1366","1","681.469.7087","1",22
"71",1,"681.469.2663","1","681.469.7188","1",1
"72",1,"681.469.2663","1","681.469.2926","1",23
"73",1,"681.469.2663","1","353.145.4306","3",32
"74",1,"681.469.2663","1","353.145.9242","3",1
"75",1,"681.469.2663","1","353.145.7916","3",23
"76",1,"681.469.2663","1","681.469.7576","1",26
"77",1,"681.469.1081","1","353.145.9029","3",26
"78",1,"681.469.1081","1","681.469.4840","1",1
"79",1,"681.469.1081","1","353.145.8454","3",28
"80",1,"681.469.1081","1","353.145.7916","3",1
"81",1,"681.469.1081","1","681.469.7188","1",1
"82",1,"681.469.7527","1","681.469.7087","1",23
"83",1,"681.469.7527","1","353.145.9242","3",23
"84",1,"681.469.7527","1","353.145.8454","3",44
"85",1,"681.469.1390","1","353.145.1968","3",35
"86",1,"681.469.1390","1","681.469.5012","1",1
"87",1,"681.469.1390","1","681.469.7576","1",1
"88",1,"681.469.1390","1","681.469.7576","1",22
"89",1,"681.469.1390","1","681.469.2555","1",1
"90",1,"681.469.1390","1","353.145.3797","3",38
"91",1,"681.469.1390","1","353.145.9242","3",22
"92",1,"681.469.5704","1","353.145.3797","3",33
"93",1,"681.469.5704","1","681.469.4840","1",24
"94",1,"681.469.5704","1","681.469.1081","1",31
"95",1,"681.469.5704","1","681.469.5012","1",1
"96",1,"681.469.5704","1","353.145.7916","3",1
"97",1,"681.469.5704","1","681.469.3347","1",28
"98",1,"681.469.5704","1","353.145.9453","3",16
"99",1,"681.469.5704","1","681.469.4720","1",19
"100",1,"681.469.9378","1","353.145.8454","3",37
